Outcome_M1,Outcome_M2,Outcome_M3,Outcome_M4,Outcome_M5,Outcome_M6,Outcome_M7,Outcome_M8,Outcome_M9,Outcome_M10,Outcome_M11,Outcome_M12,Cat_1,Date_1,Quan_1,Quan_2,Quan_3,Quan_4,Date_2,Quan_5,Quan_6,Quan_7,Quan_8,Quan_9,Quan_10,Quan_11,Quan_12,Quan_13,Quan_14,Cat_2,Cat_3,Cat_4,Cat_5,Cat_6,Cat_10,Cat_11,Cat_13,Cat_15,Quan_15,Cat_17,Cat_23,Quan_16,Quan_17,Quan_18,Cat_111,Cat_114,Cat_115,Cat_121,Cat_122,Cat_147,Cat_168,Cat_171,Cat_209,Cat_214,Cat_215,Cat_222,Cat_223,Cat_225,Cat_233,Cat_235,Cat_237,Cat_240,Cat_249,Cat_258,Cat_259,Cat_260,Cat_262,Cat_300,Cat_302,Cat_311,Cat_326,Cat_336,Cat_343,Cat_356,Cat_370,Cat_373,Cat_374,Quan_19,Quan_20,Quan_21,Cat_397,Cat_400,Cat_403,Cat_419,Cat_425,Cat_426,Cat_442,Cat_443,Cat_445,Cat_448,Cat_455,Cat_457,Quant_22,Cat_458,Quant_23,Quant_24,Cat_460,Quant_25,Cat_462,Cat_465,Cat_467,Cat_470,Cat_481,Cat_483,Cat_489,Cat_491,Cat_492,Cat_494,Cat_498,Quan_26,Quan_27,Quan_28,Quan_29,Quan_22,Cat_510,Cat_512
3000,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,2000.0,500.0,500.0,1,3353,4308600,5300.0,34.0,149219.0,3026.0,16.0,2.0,4.0,16.0,16.0,2.0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,1,1,0,610.0,1,0,9.446952595936795,2.0,11.085714285714285,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,0,1,0,1,0,0,0,0,0,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3000.0,500.0,2000.0,500.0,2018.4397163120568,1751.4409221902017,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,1,3563,4708900,3500.0,3.0,135717.0,3433.0,7.0,2.0,0.0,7.0,7.0,2.0,1.0,0.0,2.0,2.0,0,0,0,0,0,0,0,1,0,684.0,1,0,9.446952595936795,2.0,11.085714285714285,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,14.863636363636363,1.0,1,0,0,1,1,0,1,0,1,0,0,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,16000.0,6000.0,5000.0,3000.0,2000.0,2000.0,2000.0,2000.0,2000.0,500.0,500.0,1,3243,3792300,2600.0,17.0,3936.0,3026.0,42.0,2.0,34.0,42.0,42.0,5.0,0.0,2.0,5.0,5.0,0,0,0,0,0,1,1,1,0,4096.0,1,0,2.0,2.0,11.085714285714285,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,0,0,0,1,1,0,1,0,0,0,0,0,6.444444444444445,0,5.0,8.0,0,8.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5000,3000.0,3000.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,0,2485,918600,6900.0,67.0,214006.0,2298.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,2097152.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000,3000.0,2000.0,2000.0,500.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,500.0,0,2343,784400,7100.0,48.0,192962.0,2177.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,2143.0,0,1,2.0,2.0,11.085714285714285,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,1,1,1,1,1,0,0,6.444444444444445,0,5.0,21.0,1,21.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2135,1263700,6300.0,36.0,62276.0,1359.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,1,0,1,0,1,0,15360.0,1,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,1,1,1,0,0,17.0,1,5.0,52.80523255813954,0,55.49201277955272,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
19000,29000.0,5000.0,3000.0,2000.0,2000.0,2000.0,2000.0,2000.0,500.0,500.0,500.0,1,2512,1999100,6400.0,85.0,642451.0,365.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,800.0,1,1,8.0,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2.0,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,57.0,0,57.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2000,2000.0,3000.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2121,1139100,7700.0,42.0,267629.0,1473.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,516.0,1,1,9.446952595936795,3.2570754716981134,11.085714285714285,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,1,1,1,0,0,1,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2000,500.0,500.0,500.0,500.0,500.0,500.0,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,1,3514,4575000,7400.0,64.0,9596.0,3026.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,996.0,1,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,0,1,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21000,8000.0,3000.0,2000.0,500.0,500.0,2000.0,500.0,500.0,500.0,500.0,500.0,1,3094,3311300,7800.0,103.0,438942.60714285716,2900.0,22.0,7.0,5.0,22.0,22.0,15.0,5.0,1.0,15.0,15.0,0,0,0,0,0,1,1,1,0,196.0,1,1,10.0,3.2570754716981134,11.085714285714285,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,0,0,1,1,1,0,0,0,4.0,0,4.0,19.0,1,19.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,3000.0,500.0,500.0,500.0,2018.4397163120568,1751.4409221902017,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,1,3577,4708900,6300.0,13.0,438942.60714285716,3388.0,4.0,0.0,1.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,1,0,72.0,1,0,2.0,2.0,11.085714285714285,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,0,0,1,1,1,0,1,0,20.0,1,20.0,10.0,0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500.0,500.0,500.0,500.0,500.0,2000.0,500.0,500.0,500.0,500.0,500.0,1,3066,3238500,6986.738836265224,2.0,44363.0,2968.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,1,1,0,156.0,1,1,9.446952595936795,4.0,11.085714285714285,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,0,0,0,1,1,0,1,1,0,0,0,1,6.444444444444445,0,5.0,8.0,0,8.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3000,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2156,1263700,3800.0,12.0,91161.0,1704.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,256.0,1,1,12.0,3.2570754716981134,12.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23000,5000.0,2000.0,500.0,500.0,500.0,3000.0,2000.0,500.0,500.0,2000.0,2000.0,0,2926,1842000,8200.0,123.0,488430.0,1535.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,0,1,1,3072.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,0,1,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3000,2000.0,500.0,500.0,500.0,2000.0,3000.0,500.0,500.0,500.0,1190.6976744186047,1071.9874804381848,1,3430,4398900,4900.0,25.0,23286.0,2892.0,14.0,2.0,1.0,14.0,14.0,5.0,2.0,0.0,5.0,5.0,0,0,0,0,0,1,1,1,0,262144.0,1,0,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,0,0,1,0,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
55000,18000.0,10000.0,5000.0,6000.0,16000.0,2000.0,2000.0,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,0,3481,2801100,8200.0,28.0,171279.0,3348.0,102.0,27.0,53.0,102.0,102.0,37.0,21.0,5.0,37.0,37.0,0,0,0,0,0,0,1,1,0,168960.0,0,1,2.0,4.0,11.085714285714285,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
23000,10000.0,3000.0,500.0,500.0,500.0,2000.0,2000.0,500.0,500.0,500.0,500.0,1,2001,922700,8200.0,116.0,272994.0,1084.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,1,5120.0,1,1,8.0,3.2570754716981134,8.0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,23.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
56000,23000.0,8000.0,5000.0,2000.0,2000.0,6000.0,3000.0,3000.0,2000.0,2000.0,2000.0,1,2366,1684000,8200.0,105.0,624769.0,1045.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,2048.0,1,1,24.0,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
10000,2000.0,2000.0,500.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2898,3000900,7300.0,94.0,438942.60714285716,1901.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,0,1,1,268.0,1,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2233,1545800,5000.0,33.0,26436.0,1957.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,1,1,1,1,1,1,2048.0,1,1,10.0,3.2570754716981134,11.085714285714285,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,1,1,1,0,0,0,1,1,0,0,4.0,0,4.0,52.80523255813954,0,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2000,2000.0,500.0,500.0,500.0,500.0,2000.0,500.0,500.0,500.0,500.0,500.0,0,2940,1842000,5900.0,89.0,317271.0,2123.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,0,1,0,5120.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500.0,2000.0,500.0,500.0,500.0,500.0,2000.0,500.0,500.0,500.0,500.0,1,2093,1080000,7200.0,12.0,119498.0,2009.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,1075.0,1,1,21.0,3.2570754716981134,21.0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,16.0,14.863636363636363,16.0,1,0,0,1,1,0,1,1,1,0,0,1,6.444444444444445,0,5.0,33.0,0,33.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31000,23000.0,8000.0,3000.0,3000.0,2000.0,3000.0,10000.0,2000.0,3000.0,3000.0,2000.0,0,3066,2004800,8400.0,87.0,916743.0,2734.0,68.0,15.0,26.0,68.0,68.0,35.0,14.0,3.0,35.0,35.0,0,0,0,0,0,0,1,1,0,2097152.0,0,1,2.0,2.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6.0,14.863636363636363,5.0,1,1,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,109.0,0,109.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,2000.0,500.0,1,2366,1684000,5800.0,77.0,149470.0,1354.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,1,4608.0,1,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
15000,3000.0,3000.0,2000.0,3000.0,2000.0,500.0,500.0,2000.0,2000.0,500.0,500.0,1,2618,2397500,7300.0,92.0,94900.0,2093.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,128.0,1,1,8.0,3.2570754716981134,8.0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,1.0,1,1,0,1,0,0,1,0,1,1,0,0,6.444444444444445,0,5.0,55.0,0,55.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
8000,3000.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,2000.0,500.0,500.0,1,1904,837500,6400.0,53.0,16442.0,1297.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,72.0,1,1,8.0,2.0,8.0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,0,0,0,0,1,0,0,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,0,2912,1797300,5900.0,46.0,4221.0,2677.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,56320.0,0,1,8.0,4.0,11.085714285714285,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,20.0,4.0,1,0,0,1,1,0,1,1,1,0,0,1,4.0,0,4.0,52.80523255813954,0,55.49201277955272,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,2000.0,500.0,500.0,500.0,500.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1,1960,890700,5500.0,53.0,396297.0,1128.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,60.0,1,1,2.0,2.0,11.085714285714285,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,0,1,1,1,1,0,0,0,6.444444444444445,0,5.0,3.0,0,3.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
35000,19000.0,3000.0,2000.0,2000.0,2000.0,2000.0,2000.0,500.0,2000.0,3000.0,2000.0,0,2975,1900100,8700.0,182.0,4741.0,1504.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,0,0,1,4194304.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,1,1,1,1,0,1,1,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3000,5000.0,2000.0,2000.0,2000.0,2000.0,2000.0,500.0,500.0,500.0,2000.0,6000.0,0,1855,151300,4200.0,19.0,631652.0,1238.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,659.0,0,0,9.446952595936795,2.0,11.085714285714285,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,0,1,1,1,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,2000.0,500.0,500.0,500.0,500.0,2000.0,500.0,500.0,500.0,2000.0,500.0,0,2347,784400,5500.0,36.0,564834.0,365.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,92.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,0,1,1,0,1,0,0,0,6.444444444444445,0,5.0,9.0,0,55.49201277955272,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3000,5000.0,3000.0,5000.0,3000.0,2000.0,1751.4409221902017,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,0,3556,2896100,7800.0,53.0,438942.60714285716,3419.0,4.0,2.0,0.0,4.0,4.0,3.0,1.0,0.0,3.0,3.0,0,0,0,0,0,0,1,1,0,51200.0,0,1,8.0,7.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
335000,156000.0,32000.0,23000.0,2852.1320495185696,2018.4397163120568,1751.4409221902017,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,1,3601,4934700,9500.0,105.0,1729826.0,3090.0,62.0,28.0,2.0,62.0,62.0,41.0,20.0,1.0,41.0,41.0,1,1,1,1,1,0,1,1,1,8192.0,1,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,1,1,1,1,1,1,1,6.444444444444445,0,5.0,20.0,1,55.49201277955272,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
126000,16000.0,8000.0,6000.0,3000.0,3000.0,11000.0,3000.0,3000.0,3000.0,2000.0,2000.0,0,2354,784400,9300.0,144.0,1650772.0,1044.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,1,5233664.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,1.0,1,0,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
266000,248000.0,68000.0,60000.0,45000.0,23000.0,10000.0,10000.0,19000.0,8000.0,10000.0,8000.0,1,2134,1263700,9300.0,120.0,1808023.0,1511.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,1,4096.0,1,1,18.0,4.0,24.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
